# Run Date: 2025-06-09 20:13:37
# Command: mimi_kegg_extract -l 40 -u 1000 -o data/processed/kegg_compounds_40_1000Da_v3.tsv
# Number ofcompounds: 16089     
#
# compound         KEGG Compound Database
# cpd              Release 114.0+/06-09, Jun 25
#                  Kanehisa Laboratories
# 
# Mass range: 40.0-1000.0 Da
#
CF	ID	Name
C20H23NO4	C20771	(+/-)-Pavine
C12H22N2O6S	C04079	N-((R)-Pantothenoyl)-L-cysteine
C12H20N2O9	C15501	3-Epihydroxymugineic acid
C6H13O9P	C01097	D-Tagatose 6-phosphate
C20H32O2	C21562	Oryzalexin D
C15H18N2O8S	C15666	(7R)-7-(4-Carboxybutanamido)cephalosporanate
C20H28O3	C09066	Cafestol
C4H10NO6P	C12147	L-Threonine O-3-phosphate
C16H11NO3	C10681	Furofoline I
C20H22O4	C09031	Pulverochromenol
C6H15N4O6P	C01726	D-Lombricine
C3H6O3	C00256	(R)-Lactate
C12Cl8O	C18113	1,2,3,4,6,7,8,9-Octachlorodibenzofuran
C16H19NO3	C12180	(-)-8-Demethylmaritidine
C11H16N2O2	C11071	Aminocarb
C4H6O3	C06002	(S)-Methylmalonate semialdehyde
C8H13NO	C00783	Tropinone
C13H10N2O2	C21412	(10aS)-10,10a-Dihydrophenazine-1-carboxylate
C12H26O6P2S4	C17877	Dioxation
C29H35N11O17P2	C23058	Guanylylpyridinol adenylate
C3H10NO4P	C01210	N-Methylethanolamine phosphate
C5H11NO2Se	C05335	L-Selenomethionine
C11H12O3	C10493	Sarisan
C20H38N6O4	C01591	Leupeptin
C18H29N3O13P2	C21074	dTDP-3-N,N-dimethylamino-4-oxo-2,3,6-trideoxy-L-allose
C33H45NO9	C08677	Delphinine
C12H15NO	C04731	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide
C5H12N4O	C03078	4-Guanidinobutanamide
C20H30O3	C15354	17beta-Hydroxy-17-methyl-5alpha-androstane-3,11-dione
C7H16FO2P	C07494	Soman
C3H5ClO2	C20608	(S)-2-Chloropropanoate
C3H2ClF5O	C07518	Isoflurane
C3H8O	C01845	Propan-2-ol
C31H60O5	C16667	1,2-Dimyristyl-sn-glycerol
C10H16N5O13P3S	C01806	GTP-gamma-S
C21H18O7	C10546	Austrobailignan 1
C28H52O15S	C22176	2-O-Sulfo-2'-palmitoyl-alpha,alpha-trehalose
C15H12O3	C15570	Dihydroflavonol
C3H7NO2	C00041	L-Alanine
C41H62O	C15895	3,4-Dihydrospheroidene
C21H29N3O	C06965	Disopyramide
C12H11NO	C18533	alpha-Naphthylacetamide
C23H24NO5	C12228	Sanguilutine
C17H12O5	C02006	Aspulvinone E
C21H30O3	C03747	11alpha-Hydroxyprogesterone
C10H14O	C16955	Eucarvone
C16H26O7	C17634	Schizonepetoside A
C6H6Cl4	C06989	delta-3,4,5,6-Tetrachlorocyclohexene
C11H10Cl2N2O2	C21868	6,7-Dichloro-L-tryptophan
C12H6Cl4	C14362	2,3,4,5-Tetrachlorobiphenyl
C20H19NO3	C10632	Acronycine
C8H10O2	C20694	(2E,4E,6E)-7-Hydroxy-4-methylhepta-2,4,6-trienal
C11H21NO11S3	C08405	Glucocheirolin
C20H18O5	C10360	2-Isoprenylemodin
C16H24N2O17P2	C03034	dTDP-D-galacturonate
C34H51N	C15294	N-Methylindolo[3,2-b]-5alpha-cholest-2-ene
C5H10O5	C22501	alpha-D-Xylulofuranose
C19H22N2O	C06528	Cinchonine
C31H52N7O17P3S	C16464	Citronellyl-CoA
C5H10O6	C00545	L-Arabinonate
C8H14N2O5S	C00669	gamma-L-Glutamyl-L-cysteine
C17H24O6	C09560	Tetraneurin E
C20H36O7P2	C21654	(+)-Kolavenyl diphosphate
C7H5NO4	C16234	o-Nitrobenzoate
C6H5ClO	C14219	2-Chlorophenol
C8H10ClN5	C13646	m-Chlorophenylbiguanide
C8H11N3O3S	C07065	Lamivudine
C14H14O3	C01517	Naproxen
C18H28N6O15P2	C20672	GDP-4-acetamido-4,6-dideoxy-alpha-D-mannose
C16H12O7	C08999	Capillarisin
C9H11NO6	C04796	4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde
C38H54N6O8	C15714	Myxochromide S1
C4H10	C21390	Butane
C54H82O4	C01967	Ubiquinone-9
C34H26O22	C10241	Tellimagrandin I
C27H29NO10	C01907	Daunorubicin
C31H24O10	C08995	Aurasperone D
C20H30O3	C14665	Oranabol
C34H46O18	C20786	Eleutheroside E
C7H13NO3	C21513	Turicine
C15H20O4	C09456	Geigerin
C7H11BrO2	C13793	3-Bromo-2Z-heptenoic acid
C22H18O12	C10437	Chicoric acid
C23H38N3O25P3	C04739	UDP-N-acetyl-6-(alpha-D-galactose-1-phospho)-alpha-D-glucosamine
C16H14O4	C16976	Isoimperatorin
C20H32	C22897	Bonnadiene
C6H11NO8P2	C21069	[5-(Aminomethyl)furan-3-yl]methyl diphosphate
C21H20O9	C10216	Daidzin
C3H8O10P2	C03339	2,3-Bisphosphoglycerate
C34H34N2O16	C08552	Lampranthin II
C20H32O6	C12202	Platenolide I
C6H11NO4	C00956	L-2-Aminoadipate
C21H25NO5	C10569	Androcymbine
C29H36O9	C23034	10-Deacetyl-1-deoxybaccatin III
C25H42N7O17P3S	C00136	Butanoyl-CoA
C16H16O2	C09950	Lapachenole
C19H20O4	C10283	4'-Prenyloxyresveratrol
C20H22O7	C09351	Budlein A
C18H32O16	C08243	Melezitose
C13H12O2	C14298	Bis(4-hydroxyphenyl)methane
C19H24O3	C14909	9alpha-Hydroxyandrosta-1,4-diene-3,17-dione
C12H20N4O9S	C20927	Sulfazecin
C6H10O5	C06158	D-Fucono-1,4-lactone
C5H6O2	C20441	Furfuryl alcohol
C6H10O3	C03500	Ethyl 3-oxobutanoate
C7H16N4O	C02131	Acetylagmatine
C17H20N2O3	C18589	Bifenazate
C26H34O9	C19867	beta-D-Glucosyl crocetin
C35H52O4	C07608	Hyperforin
C20H32	C20922	Cembrene C
C30H50O	C21116	Hydroxysqualene
C2H5ClO	C19160	Chloromethyl methyl ether
C29H40O6	C12150	Stigmatellin Y
C6H8N2O2	C13693	4,5,6,7-Tetrahydroisoxazolo(5,4-c)pyridin-3-ol
C6H5FO4	C16475	2-Fluoro-cis,cis-muconate
C6H15N	C14691	Triethylamine
C6H6N2O3	C03762	3-Imidazole-2-oxopropanoate
C12H15AsN6OS2	C08001	Melarsoprol
C10H12Br2Cl2O2	C17104	Costatone
C21H32O2	C10839	Urushiol III
C15H10O8	C04109	Gossypetin
C14H16N2O7	C08564	Portulacaxanthin I
C15H26O	C20479	(+)-epi-alpha-Bisabolol
C6H15NO7P2	C12022	Phosphophosphinate
C19H23NO4	C05178	(R)-Reticuline
C51H80O18	C08991	Ziziphin
C10H19NO4	C03017	O-Propanoylcarnitine
C24H31FO5	C14653	Descinolone acetonide
C27H46O2	C05502	22(R)-Hydroxycholesterol
C17H22O5	C09299	Arnicolide A
C6H5NO4	C15523	2,6-Dihydroxynicotinate
C20H28N2O5	C06977	Enalapril
C20H32	C01414	Casbene
C15H24N2O2	C07526	Tetracaine
C16H19ClN2O	C06871	Carbinoxamine
C9H10O	C20464	Isochavicol
C16H12O6	C17811	Questinol
C20H29ClO3	C15400	9-Chloro-11beta,17beta-dihydroxy-17-methylandrost-4-en-3-one
C21H16O6	C10636	Justicidin B
C14H12N6O3	C07582	Pteroic acid
C16H16N2S	C11571	2-p-Tolyl-5,6,7,8-tetrahydrobenzo[d]imidazo[2,1-b]thiazole
C42H64O12	C11974	Avermectin A2a monosaccharide
C10H20O2	C12292	Ethyl octanoate
C7H6N2O5	C18653	DNOC
C15H20O2	C22054	8-epi-Inunolide
C6H7N3O	C07054	Isoniazid
C6FeN6	C01913	Ferrocyanide
C7H3Cl2N	C11040	Dichlobenil
C22H23NO2	C15458	(alphaS,betaS)-alpha-Ethyl-alpha-(4-methoxyphenyl)-beta-phenyl-2-pyridineethanol
C11H21N	C07511	Mecamylamine
C19H22FN3O4	C07661	Gatifloxacin
C26H33NO5	C12334	Militarinone B
C5H7NO2	C07275	Glutarimide
C16H14O6	C10419	Ferreirin
C30H26O14	C10227	Gallocatechin-(4alpha->8)-epigallocatechin
C47H75NO17	C12155	Nystatin A1
C27H43NO8	C08654	Acetylbrowniine
C11H12N2O3	C09985	Jasminine
C17H19ClN2OS	C10966	Chlorpromazine N-oxide
C4H9NO2Se	C05689	Se-Methyl-L-selenocysteine
C12HCl7O	C18112	1,2,3,4,7,8,9-Heptachlorodibenzofuran
C9H6O4	C16828	Caffeoquinone
C40H56	C02094	beta-Carotene
C14H27NO9S3	C17250	Glucolesquerellin
C9H12N6	C07642	Triethylenemelamine
C21H26O6	C09527	Phantomolin
C9H8O	C07727	2-Indanone
C15H23Br2Cl	C17116	Nidificene
C10H15NO7	C11104	Hymexazol N-glucoside
C14H25N3O14P2	C11435	4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol
C34H47NO10	C08691	Indaconitine
C21H24O7	C09059	Alectrol
C30H35NO11	C18640	epsilon-Rhodomycin T
C24H48O3	C17873	2-Hydroxytetracosanoic acid
C19H18O6	C21801	(+)-Demethylpiperitol
C22H34O2	C15413	17beta-Hydroxy-4,4,17-trimethylandrost-5-en-3-one
C16H17NO3	C21405	(4aS,10bR)-Noroxomaritidine
C7H17N4O7P	C11351	N1-Amidinostreptamine 6-phosphate
C14H21NO14S	C04864	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate
C28H50O3	C15799	6-Deoxoteasterone
C7H8O2	C17467	p-Hydroxybenzyl alcohol
C16H21NO	C10944	Isobutylphendienamide
C18H25O5P	C15424	Estra-1,3,5(10)-triene-3,17beta-diol 3-phosphate
C16H12O8	C10118	Patuletin
C16H12Cl2N2O	C22813	2-Chlorodiazepam
C42H50Cl4N2O4	C19493	Estradiol mustard
C14H9Cl5	C14187	1,1,1-Trichloro-2-(o-chlorophenyl)-2-(p-chlorophenyl)ethane
C20H12O	C14559	5-Hydroxybenzo[a]pyrene
C18H21NO3	C11779	Heterocodeine
C14H23N6O3S	C01137	S-Adenosylmethioninamine
C33H44O4	C17677	Eudesobovatol B
C10H11N4O7P	C00943	3',5'-Cyclic IMP
C6H2Cl4O2	C03434	Tetrachlorohydroquinone
C24H40O20	C21655	Cyclobis-1,6-alpha-nigerosyl
C9H16N4OS	C18436	Tebuthiuron
C21H29FO3	C15098	21-Fluoro-11beta-hydroxypregn-4-ene-3,20-dione
C27H48O8S	C05468	5beta-Cyprinolsulfate
C22H26N2O3	C11675	16-Methoxytabersonine
C26H40N7O19P3S	C18323	3-Methylfumaryl-CoA
C42H55NO15	C18637	Aclacinomycin N
C19H18N6O5S3	C21546	Cefditoren
C3H5NO4	C00872	Aminomalonate
C15H18O3	C02206	alpha-Santonin
C7H13NO3	C03087	5-Acetamidopentanoate
C14H10O5	C17671	Norrubrofusarin
C3H4N2	C00481	Pyrazole
C30H48	C22895	Macrophomene
C9H16O2	C08501	gamma-Nonalactone
C26H42N7O17P3S	C02451	Pent-2-enoyl-CoA
C17H19NO3	C03882	Piperine
C19H24N2OS	C07192	Methotrimeprazine
C21H28O6	C09714	Rhipocephalin
C19H22O6	C09190	Strigol
C6H12O5	C02476	alpha-L-Rhamnose
C31H23BrO2S	C18695	Difethialone
C30H44O6	C08807	11-Deoxocucurbitacin I
C8H10O	C05853	Phenylethyl alcohol
C24H42O4	C16258	Petromyzonol
C7H8O6	C11515	(E)-2-(Methoxycarbonylmethyl)butenedioate
C23H30N2O2	C20438	Fumigaclavine C
C40H56O3	C08579	Antheraxanthin
C6H14O6	C01507	L-Iditol
C19H17NO3	C10655	Cusparine
C8H11N	C14455	N-Ethylaniline
C27H44O6	C16496	3-Epiecdysone
C14H19NO2	C22685	Ethyl 4-phenylpiperidine-4-carboxylate
C12H19N3O8S	C14862	2-S-Glutathionyl acetate
C24H40O5	C01558	Bile salt
C19H21N	C16660	2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline
C2H4O2S	C02086	Thioglycolate
C19H23FO4	C15105	9-Fluoro-16alpha-hydroxyandrost-4-ene-3,11,17-trione
C8H9NO3	C12323	L-4-Hydroxyphenylglycine
C6HCl5	C18141	Pentachlorobenzene
C12H5Cl5O	C14377	4-Hydroxy-2',3,3',4',5'-pentachlorobiphenyl
C22H32O4	C20406	Cannabigerolate
C6H15O15P3	C01243	1D-myo-Inositol 1,3,4-trisphosphate
C14H9NO2	C12182	Trisphaeridine
C18H32O3	C14762	13(S)-HODE
C7H11NO5	C12109	AminoDHQ
C28H28N2O2	C07871	Difenoxin
C19H18BrN3O4	C17092	Clionamide
C10H12N2O	C21075	5-(N-Methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol
C24H28O4	C08608	Norbixin
C7H5N5O	C15996	7-Cyano-7-carbaguanine
C7H9NO	C19326	para-Anisidine
C32H64O2	C13821	Palmityl palmitate
C15H24	C17120	beta-Gurjunene
C18H24N2O5	C11720	Enalaprilat
C22H30N2O3	C06495	Compound III(S)
C20H24N8O6	C00664	5-Formiminotetrahydrofolate
C31H39NO10S	C08871	Labriformin
C5H9O7P	C17947	2-Phosphinomethylmalate
C6H14	C11271	n-Hexane
C8H8O3	C02639	3-Methoxytropolone
C21H29FO2	C15127	6alpha-Fluoropregn-4-ene-3,20-dione
C10H16O	C00964	(-)-trans-Carveol
C15H12O6	C00974	Dihydrokaempferol
C8H8O	C06758	p-Tolualdehyde
C25H42N7O18P3S	C06000	(S)-3-Hydroxyisobutyryl-CoA
C32H54	C20412	3,22-Dimethyl-1,2,23,24-tetradehydro-2,3,22,23-tetrahydrosqualene
C2H4O2	C00266	Glycolaldehyde
C26H29NO2	C16544	alpha-Hydroxytamoxifen
C55H91O8P	C20368	trans,octacis-Decaprenylphospho-beta-D-ribofuranose
C9H16N4O4	C06657	Guanidinoproclavaminic acid
C20H18O5	C10542	Wighteone
C20H25ClO7	C09416	Eupachlorin
C20H26O5	C09509	Microhelenin C
C10H12O4	C07351	Phlorisobutyrophenone
C12H19N3O	C15477	CGP 28014
C41H60O9	C19903	Lasonolide A
C20H32O	C11872	Kaur-16-en-18-ol
C20H18NO4	C00757	Berberine
C15H25N5O20P4	C02739	1-(5-Phospho-D-ribosyl)-ATP
C6H5BrO2	C14843	4-Bromocatechol
C16H21NO3	C09855	Annotinine
C6Cl4O2	C18933	Chloranil
C48H78O18	C08983	Soyasaponin I
C20H38O2	C02064	Prostanoic acid
C50H74O3	C22348	Monoanhydrobacterioruberin
C10H18O2	C04433	(6E)-8-Hydroxylinalool
C13H11Cl2NO2	C10986	Procymidone
C20H12O	C14576	6-Hydroxybenzo[a]pyrene
C20H21NO4	C17426	Dicentrine
C15H26O3	C17606	Kikkanol D
C15H14O3	C22988	4'-O-Methyl-trans-resveratrol
C16H18O2	C15278	4,4'-(2-Methylpropylidene)bisphenol
C10H17N7O8S	C20019	Gonyautoxin 6
C9H16ClN3O2	C07079	Lomustine
C23H29NO12	C17579	Hygromycin A
C20H30O4	C14815	5,6-Epoxytetraene
C26H26N2O3	C18128	Naltrindole
C6H8O7	C00679	5-Dehydro-4-deoxy-D-glucarate
C28H50	C19665	5alpha-Campestane
C13H22N4O8S2	C05526	S-Glutathionyl-L-cysteine
C9H10	C14395	alpha-Methylstyrene
C10H14O	C09868	Menthofuran
C15H19NO9	C17751	cyclo-Dopa 5-O-glucoside
C9H7NO2	C16716	4-Hydroxy-2-quinolone
C11H12N2O2	C00078	L-Tryptophan
C16H18N2O4S	C05551	Penicillin G
C35H64O7	C20213	Annonacin
C3H3NO4	C02231	3-Nitroacrylate
C9H8O	C01504	Indanone
C9H9NO6	C05655	5-(2'-Carboxyethyl)-4,6-dihydroxypicolinate
C14H14N3O12PS2	C13745	Pyridoxalphosphate-6-azophenyl-2',4'-disulfonic acid
C25H24O12	C16222	Formononetin 7-O-(6-O-malonyl-beta-D-glucoside)
C22H32O4	C14939	11beta-17-Dihydroxy-6alpha-methylpregn-4-ene-3,20-dione
C23H50N2O5P	C03640	Sphingosyl-phosphocholine
C29H40O8	C08810	Ajugalactone
C10H18O	C03985	Linalool
C8H11Cl3O6	C18707	Chloralose
C21H18N4O2	C22145	Fumiquinazoline F
C19H32O2	C01090	16alpha-Hydroxysteroid
C9H12N2O6	C16745	Spongouridine
C5H8N2O3	C20256	Methylureidoacrylate
C42H72O14	C08945	Ginsenoside Rf
C8H7NS	C02660	Benzyl thiocyanate
C17H11N5	C08163	Letrozole
C2H5NO	C06735	Aminoacetaldehyde
C27H31O15	C20495	Pelargonidin 3,7-di-O-beta-D-glucoside
C7H6N2O6	C17101	3,5-Dinitroguaiacol
C15H24	C16815	alpha-Cadinene
C8H8O3	C14088	3-Methylsalicylate
C17H19NO4	C12190	9-O-Demethylhomolycorine
C12H18N2O5	C08280	Hypoglycin B
C18H16O8	C10031	Chrysosplenol C
C5H13ClN	C18585	Chlormequat
C20H28O	C15170	17-Methyl-18,19-dinor-17alpha-pregna-4,13-dien-3-one
C12H14O4	C19228	Diglycidyl resorcinol ether
C18H23NO4	C14988	4-Nitroestra-1,3,5(10)-triene-3,17beta-diol
C12H14ClN2O3PS	C18969	Chlorphoxim
C6H4Cl2O5	C12835	2,5-Dichloro-4-oxohex-2-enedioate
C15H24O2	C02293	Latia luciferin
C36H38N2O6	C09415	Daphnandrine
C19H28O2	C01227	Dehydroepiandrosterone
C25H44O7P2	C17435	di-trans,poly-cis-Pentaprenyl diphosphate
C18H20O4	C08981	Toxyl angelate
C16H21NO3	C13682	Dihydro-beta-erythroidine
C19H25NO4	C12241	O-Methyllycorenine
C4H8Cl2S	C19164	Sulfur mustard
C42H72O16	C15679	Lankamycin
C18H15ClFNO3	C10993	Flumipropyn
C19H20O7	C09576	Vernodalin
C6H5NO3	C01020	6-Hydroxynicotinate
C15H14O2	C22577	(2R,3R)-Flavan-3-ol
C23H23N3O5	C11158	Topotecan
C7H12O6	C21282	2-epi-Valiolone
C40H54N8O8	C15849	Angiotensin IV
C15H19NO2	C10848	Tropacocaine
C17H16F6N2O	C07633	Mefloquine
C38H65O6P	C22340	Heptaprenylglyceryl phosphate
C16H22N4O7	C21971	5-Amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil
C24H31FO6	C08174	Dexamethasone acetate anhydrous
C20H22N4O10S	C08107	Cefuroxime axetil
C7H14O6	C05163	O-Methyl-scyllo-inositol
C3H9NO	C03194	(R)-1-Aminopropan-2-ol
C6H6N4O4	C08042	Nitrofurazone
C13H25N3O6	C20885	N-Citryl-spermidine
C17H17ClO6	C06686	Griseofulvin
C22H26N2O4	C11812	Lochnerinine
C13H8O5	C10082	Mesuaxanthone B
C14H26N2O4	C11333	N-Acetyl-leucyl-leucine
C16H22O9	C11672	10-Deoxygeniposidic acid
C13H10O	C14460	2-Hydroxyfluorene
C12H24N2O8	C17981	Istamycin FU-10
C22H32O3	C14954	17-Methylandrosta-4,6-diene-3beta,17beta-diol 3-acetate
C14H13ClO2S	C01964	Tos-Ph-CH2Cl
C6H6N4O3S	C19268	Niridazole
C16H17NO3	C21633	Noroxopluviine
C10H16N2O3S	C20818	C20818
C10H16NO5PS2	C18658	Famphur
C5H11NS5	C10917	7-N,N-Dimethylamino-1,2,3,4,5-pentathiocyclooctane
C20H16NO4	C17083	Worenine
C21H32O12	C17428	Kanokoside A
C20H28O3	C14615	17beta-Hydroxy-17-methylandrost-4-ene-3,11-dione
C13H11NO2	C13697	Fenamic acid
C10H14O	C11939	Myrtenal
C12H20O2	C12301	beta-Terpinyl acetate
C17H16O8	C19591	1,2,3,4-Tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal
C5H6O3	C00596	2-Hydroxy-2,4-pentadienoate
C18H28O3	C16319	Etherolenic acid
C8H9NO2	C07301	(R)-Mandelamide
C11H10O4	C20210	Eugenin
C28H49O6P	C22513	sn-3-O-(Farnesylgeranyl)glycerol 1-phosphate
C28H48O3	C15790	Cathasterone
C28H36N4O4	C10010	Mucronine B
C17H17N	C05204	(S)-Tetrahydroprotoberberine
C42H38O20	C13526	Sennoside B
C30H50O4	C17419	Soyasapogenol A
H4P2O7	C00013	Diphosphate
C16H19N5O3	C18917	Cypendazole
C22H32O5	C18178	Resolvin D1
C9H12FN2O8P	C04242	5-Fluorodeoxyuridine monophosphate
C4H8N2O4	C20631	(2S,3S)-3-Hydroxyasparagine
C25H26O4	C11573	6,8-Di-(3,3-dimethylallyl)chrysin
C13H19N4O12P	C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole
C22H28N6O8S2	C21592	Ceftizoxime alapivoxil
Ag	C06710	Silver
C6H9NO2	C04092	Delta1-Piperideine-2-carboxylate
C21H20O7	C10552	4'-Demethyldeoxypodophyllotoxin
C5H11Cl2N	C07115	Nitrogen mustard
C6H5ClO2	C06601	Chlorohydroquinone
C9H11N3O2	C19564	4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone
C29H36O17	C10466	Hellicoside
C24H30O6	C10658	Magnoshinin
C40H60	C19764	9,15,9'-tricis-zeta-Carotene
C27H30O15	C04199	Isovitexin 2''-O-beta-D-glucoside
C6H7N5	C00913	3-Methyladenine
C7H8O3	C14110	4-Hydroxymethylcatechol
C11H19NO9	C19910	N-Acetyl-beta-neuraminate
C27H42O4	C08902	Hecogenin
C11H7N3O2	C01800	Deazaflavin
C8H9NO	C16075	(Z)-Phenylacetaldehyde oxime
C22H29FO4	C15329	21-Fluoro-11beta,17-dihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione
C17H14O7	C03040	(-)-Bisdechlorogeodin
C15H12O3	C14290	7-Hydroxyflavanone
C20H19NO4	C10570	Annuloline
C20H20O6	C21954	(+)-Piperitol
C12H18O	C14465	4-Hexylphenol
C21H26O3	C14757	Moxestrol
C27H30O8	C09080	Daphnetoxin
C13H19ClNO3PS2	C18989	Fosmethilan
C48H82O18	C20736	Gypenoside XVII
C39H76NO8P	C13877	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
C28H22Cl3NO4	C15635	GW 4064
C12H16ClNOS	C11087	Orbencarb
C14H16	C09633	Chamazulene
C36H36N2O8	C17908	Cannabisin D
C6H8O5	C20781	2,4-Diketo-3-deoxy-L-fuconate
C8H8O3	C13636	4-Hydroxyphenyl acetate
C9H13N3O5	C05711	gamma-Glutamyl-beta-cyanoalanine
C20H20O4	C10728	Otobain
C29H42O10	C08858	Convallatoxin
C15H10O8	C10107	Myricetin
C18H21N3O3S	C07864	Rabeprazole
C23H31ClO4	C14648	6alpha-Chloro-17-acetoxyprogesterone
C17H14ClFN2O3	C19413	Doxefazepam
C8H8O	C20782	(S)-2-Phenyloxirane
C11H10O5	C09271	Leptodactylone
C9H16N2O5	C15767	4-(L-gamma-Glutamylamino)butanoate
C18H16N2O	C19526	Sudan II
C19H21NO	C06971	Doxepin
C27H29O17	C19762	Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside
C46H82N2O16	C11986	Megalomicin B
C10H17N3O2S	C01893	Biotin amide
C27H33NO4	C12342	Ancistrobrevine A
C13H12Cl2N2	C10999	4,4'-Methylene-bis-(2-chloroaniline)
C19H14O3	C14213	Aurin
C13H18O2	C02185	Plastoquinol-1
C6H10ClN5	C06559	Deethylatrazine
C48H74O20	C22655	Quillaic acid 3-O-alpha-L-rhamnosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide
C9H10N2O6	C21079	5'-Dehydrouridine
C5H6O6	C20485	(4S)-4-Hydroxy-2-oxoglutarate
C15H24	C20161	alpha-Guaiene
C20H32O	C15101	17-Methyl-5-alpha-androst-2-en-17-beta-ol
C10H12O	C17965	trans-Lachnophyllol
C6H16FN2OP	C19008	Mipafox
C20H14O2	C18285	Benzo[a]pyrene-trans-11,12-dihydrodiol
C20H26O6	C09184	Shikodonin
As	C06269	Arsenic
C21H34O2	C11825	3beta-Hydroxy-5beta-pregnane-20-one
C23H28O7	C09413	Erioflorin methacrylate
C13H13N5O2	C20293	N-Acetoxy-MeIQx
C10H14N5O10PS	C00224	Adenylyl sulfate
C15H16Cl3N3O2	C11182	Prochloraz
C27H50O6	C20355	Glyceryl tri(2-ethylhexanoate)
C13H10Cl2S	C14584	Chlorobenside
C23H34ClN5O8S	C11603	Monochloro-monoglutathionyl melphalan
C17H27N3O16P2	C22262	UDP-2-acetamido-2,6-dideoxy-alpha-D-glucose
C20H16Cl2N2O3	C18556	Pyrazoxyfen
C36H54O	C05800	2-Hexaprenylphenol
C10H14N2O3	C15986	2,6-Dihydroxypseudooxynicotine
C7H6O	C00261	Benzaldehyde
C20H14O2	C18275	Benzo[a]pyrene-cis-7,8-dihydrodiol
C30H32O9	C10881	Schisantherin A
C13H12O4S	C14799	(1R,2R)-3-[(1,2-Dihydro-2-hydroxy-1-naphthalenyl)thio]-2-oxopropanoic acid
C21H23F2NO2	C18495	Etoxazole
C6H5NO3	C18620	3-Hydroxypicolinic acid
C8H5NOS	C20170	Benzoyl isothiocyanate
C18H22O3	C22358	17beta-Estradiol-3,4-quinone
C7H14O4	C08237	Oleandrose
C11H13NO3	C20126	Methylone
C22H24N4O	C22722	Cumyl-4CN-BINACA
C12H14O4	C10429	Apiole
C21H20O8	C10729	alpha-Peltatin
C27H46O3	C05445	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al
C16H26O7	C17637	Schizonepetoside D
C10H16O2	C20323	(+)-6-endo-Hydroxycamphor
C15H26O2	C09722	Seiricardine A
C6H10O6	C22508	6-Dehydro-D-glucose
C18H34O2	C01712	(9E)-Octadecenoic acid
C24H34O	C14915	3-(2,4-Cyclopentadien-1-ylidene)-5alpha-androstan-17beta-ol
C11H20O2	C19420	2-Ethylhexyl acrylate
C19H23N	C22733	1-(1,2-Diphenylethyl)piperidine
C10H8O4	C06203	trans-o-Hydroxybenzylidenepyruvate
C38H56O4	C05313	3-Hexaprenyl-4-hydroxy-5-methoxybenzoate
C12H23N3O4	C20279	(2R,3R)-3-Methylglutamyl-5-semialdehyde-N6-lysine
C27H30O16	C05625	Rutin
C13H8S2	C08461	Thiarubrine A
C10H16	C06304	(+)-Camphene
C15H26O	C09698	Ledol
C5H6O5	C21632	2-Hydroxyparaconate
C10H14BrCl3O	C17103	Costatol
C10H12BrN5O4	C11266	8-Bromoadenosine
C2H6S2	C08371	Dimethyl disulfide
C28H44O	C08823	Lichesterol
C25H34O9	C08746	Ailanthinone
C6H6O2	C00530	Hydroquinone
C10H16O2	C11651	8-Epiiridodial
C8H17N2	C22646	N-(4-Aminobutylpyrrolinium) ion
C12H18N2O	C11005	Isoproturon
C7H17N3	C15853	Dehydrospermidine
C12H20O2	C12300	alpha-Terpinyl acetate
C28H48O	C15784	Campest-4-en-3beta-ol
C10H19NO	C10773	Lupinine
C22H26O8	C09493	Liatrin
C16H10O6	C19587	Aflatoxin P1
C27H34O5	C14880	16alpha,17-Dihydroxypregn-4-ene-3,20-dione cyclic acetal with 2-furyl methyl ketone
C26H54O	C08381	Hexacosan-1-ol
C30H48	C21717	beta-Hexaprene
C8H6O3	C03057	2-Carboxybenzaldehyde
C17H22O5	C09455	Gaillardin
C26H27ClN2O3S2	C11239	MK 571
C3H9N3O3S	C01959	Taurocyamine
C8H14N4OS	C14332	Metribuzin
C11H13NO3	C05620	N-Acetyl-D-phenylalanine
C28H16	C19392	Dibenzo[h,rst]pentaphene
C35H36MgN4O3	C21428	12-Ethyl-8-propyl-3-vinylbacteriochlorophyllide d
C27H42O4	C16498	2,22-Dideoxy-3-dehydroecdysone
