43.16185	991278.47	0.00003
43.28765	1093485.96	0.00003
43.28946	1104252.3	0.00003
43.3027	1018831	0.00005
43.36457	2414956.68	0.00004
43.36459	2042323.2	0.00004
43.37268	1281049	0.00004
43.4223	2249690.98	0.00002
43.42235	22877586.48	0.00004
43.42237	21769713.88	0.00004
43.42731	1178008.78	0.00003
43.44352	1905161.44	0.00003
43.45106	1530430.12	0.00005
43.4858	1176005.88	0.00003
43.56094	1077285.88	0.00004
43.62304	1716511.68	0.00004
43.65769	1267081.2	0.00002
43.65773	1099295.12	0.00002
43.68242	1011995.31	0.00003
43.69498	1572274.05	0.00002
43.79766	1374746.8	0.00002
43.79769	2079073.44	0.00003
43.79773	5124641.02	0.00004
43.80524	1082626.07	0.00003
43.82549	1208133.9	0.00004
43.86471	2487062.88	0.00004
43.8753	1032229.32	0.00003
43.87803	1240286.85	0.00003
43.88593	1040250.24	0.00003
44.00874	1337781.48	0.00003
44.01384	1250604.6	0.00004
44.01409	997184.37	0.00002
44.01414	3903647.4	0.00003
44.01418	7566739.67	0.00003
44.08862	1060150.04	0.00004
44.13765	1399545	0.00003
44.1377	1288215.29	0.00002
44.22415	1443181.52	0.00003
44.22866	12582553.62	0.00006
44.23142	4376483.1	0.00003
44.23145	4213338.22	0.00004
44.26585	985141.43	0.00003
44.27166	1050200.06	0.00004
44.29341	1261157.7	0.00003
44.31381	8519254.64	0.00004
44.3173	1030942.8	0.00003
44.351	1364663.08	0.00002
44.35103	1170596.7	0.00002
44.37275	987316.4	0.00003
44.37915	1279273.05	0.00003
44.42135	1038229.2	0.00004
44.45872	1101840.74	0.00004
44.45961	1117384	0.00003
44.51361	1211866.95	0.00003
44.57167	998304.3	0.00003
44.59704	986711.96	0.00003
44.62454	1066596.48	0.00003
44.62726	3439629	0.00004
44.62732	2228021.04	0.00003
44.64183	1894444.8	0.00003
44.64186	1065569.67	0.00002
44.66981	1005189.57	0.00003
44.67798	1128516.78	0.00004
44.67959	995667.4	0.00004
44.73377	1079031.64	0.00003
44.74532	968852.7	0.00005
44.75482	1288662.9	0.00004
44.77724	1295000.3	0.00003
44.78065	1191162.24	0.00004
44.80902	1272774.6	0.00003
44.80979	1023979.32	0.00003
44.88322	1080279	0.00003
44.89762	1191950.1	0.00004
44.94382	1159098.72	0.00004
44.99815	9183150.9	0.00003
44.99821	15615038.22	0.00003
45.01198	1355772	0.00005
45.01779	1133036.16	0.00003
45.02286	1241530.56	0.00003
45.02745	1011515.2	0.00005
45.03041	8214040.51	0.00004
45.03499	1124327.4	0.00003
45.04748	1006025.02	0.00004
45.07498	1281995	0.00003
45.08865	1087927.8	0.00004
45.10002	1195127.23	0.00003
45.11119	1261097.64	0.00004
45.18634	1072807.08	0.00003
45.19198	1152998.83	0.00004
45.21529	1090301.76	0.00003
45.22381	1125258.15	0.00003
45.22783	1056973.11	0.00003
45.23043	1046593.92	0.00004
45.25655	1028380.7	0.00004
