43.16184	1089317	0.00003
43.28766	1115802	0.00003
43.28946	1226947	0.00003
43.30269	1107425	0.00005
43.36457	2236071	0.00004
43.36459	1891040	0.00004
43.37268	1281049	0.00004
43.4223	2184166	0.00002
43.42234	23344476	0.00004
43.42237	22443004	0.00004
43.42731	1080742	0.00003
43.44352	1831886	0.00003
43.45107	1443802	0.00005
43.4858	1200006	0.00003
43.56094	1110604	0.00004
43.62303	1650492	0.00004
43.65769	1407868	0.00002
43.65773	1194886	0.00002
43.68242	1088167	0.00003
43.69499	1469415	0.00002
43.79766	1494290	0.00002
43.79769	1925068	0.00003
43.79773	5073902	0.00004
43.80524	1071907	0.00003
43.82549	1342371	0.00004
43.86471	2302836	0.00004
43.87529	1109924	0.00003
43.87803	1252815	0.00003
43.88593	1083594	0.00003
44.00874	1262058	0.00003
44.01384	1191052	0.00004
44.01409	1095807	0.00002
44.01414	4337386	0.00003
44.01418	6941963	0.00003
44.08862	1152337	0.00004
44.13765	1295875	0.00003
44.13769	1328057	0.00002
44.22416	1487816	0.00003
44.22865	13826982	0.00006
44.23142	4420690	0.00003
44.23145	4171622	0.00004
44.26585	1082573	0.00003
44.27166	1154066	0.00004
44.29341	1146507	0.00003
44.3138	8191591	0.00004
44.3173	1145492	0.00003
44.351	1287418	0.00002
44.35103	1114854	0.00002
44.37275	1073170	0.00003
44.37915	1292195	0.00003
44.42135	1153588	0.00004
44.45872	1210814	0.00004
44.4596	1117384	0.00003
44.51361	1154159	0.00003
44.57167	1109227	0.00003
44.59705	1072513	0.00003
44.62454	1159344	0.00003
44.62727	3439629	0.00004
44.62731	2044056	0.00003
44.64183	1973380	0.00003
44.64186	1076333	0.00002
44.66981	1080849	0.00003
44.67798	1106389	0.00004
44.67959	1094140	0.00004
44.73377	1147906	0.00003
44.74532	1076503	0.00005
44.75482	1263395	0.00004
44.77724	1177273	0.00003
44.78064	1102928	0.00004
44.80902	1178495	0.00003
44.8098	1113021	0.00003
44.88322	1080279	0.00003
44.89762	1203990	0.00004
44.94382	1114518	0.00004
44.99816	10203501	0.00003
44.9982	15308861	0.00003
45.01198	1232520	0.00005
45.01779	1180246	0.00003
45.02286	1293261	0.00003
45.02746	1076080	0.00005
45.03042	8468083	0.00004
45.03498	1091580	0.00003
45.04747	1105522	0.00004
45.07497	1165450	0.00003
45.08864	1157370	0.00004
45.10001	1096447	0.00003
45.11119	1273836	0.00004
45.18633	1153556	0.00003
45.19199	1077569	0.00004
45.2153	1135731	0.00003
45.22381	1209955	0.00003
45.22783	1089663	0.00003
45.23043	1090202	0.00004
45.25655	1082506	0.00004
45.25928	1139926	0.00003
